embedding_1,embedding_2,type
11.927725113969371,9.139155851776476,tSNE
13.058047075020774,4.003397822090084,tSNE
6.664460590547683,10.192621052470844,tSNE
12.922037613623653,9.351314043284976,tSNE
8.013495564289068,3.9853004644317696,tSNE
7.554130140920733,4.101442696076641,tSNE
7.780421232705347,4.78129011462225,tSNE
10.946923076668465,10.322321590228613,tSNE
12.381007158339186,9.573677759433103,tSNE
12.17618336217869,3.4007831031523437,tSNE
9.474334962956265,9.710778948440758,tSNE
14.06896940363059,6.440737169877218,tSNE
13.26929574667474,5.320425906180389,tSNE
10.630515485038757,11.643857734096665,tSNE
9.097101159463964,12.38714491585619,tSNE
10.64978852287631,12.176686053144303,tSNE
8.920871030288101,10.007060557322392,tSNE
9.976779485695046,9.456919743218002,tSNE
9.575966094752435,10.646070155323462,tSNE
13.81126315429239,5.390684042279446,tSNE
11.308861994426943,3.5268111749181053,tSNE
12.715690453994027,7.719628367523512,tSNE
9.150103752984277,10.504610375973057,tSNE
8.249544010974905,6.099120097047437,tSNE
6.479150798719812,8.23588879799841,tSNE
14.855985376556712,7.755982002256741,tSNE
6.32929755821422,9.456023738987845,tSNE
10.181851436063365,6.3531424583432266,tSNE
10.597517612428051,3.4935681655129383,tSNE
9.248688347154141,5.652489070589478,tSNE
11.440912754765684,5.887327195622765,tSNE
12.171539353548894,6.618609073722829,tSNE
11.922999191508113,8.97521761029927,tSNE
8.840720838420044,7.899215716176964,tSNE
8.545410756967549,9.949189028112487,tSNE
12.884059598754082,9.716236345129557,tSNE
10.772221037208947,9.461055184889545,tSNE
15.474747180978998,6.3156123389964405,tSNE
6.896317016550826,7.187868977187603,tSNE
8.494269640926364,11.604424187644481,tSNE
8.670053147615139,4.43987291614671,tSNE
11.380535656189732,9.116185291069696,tSNE
8.905963033535409,5.817947600300439,tSNE
12.530436784121273,3.22088687087449,tSNE
9.484174817675049,4.721911519200869,tSNE
6.735222257654365,8.129660926765734,tSNE
12.673094463028358,5.416065954266543,tSNE
8.131995455783768,8.584661679909527,tSNE
13.121640862057177,5.307879272804395,tSNE
11.473184996050692,11.796044170559066,tSNE
9.959940479955918,5.376515868556951,tSNE
13.254353041921272,2.601460900934088,tSNE
8.105916995436246,9.209511708551139,tSNE
13.450666498201937,8.157570375507245,tSNE
7.557670044217351,9.231414619220299,tSNE
13.394200966533385,8.14516324233523,tSNE
8.824063413520571,11.203231698775012,tSNE
12.76544501857998,4.863381561090887,tSNE
13.693015202470054,7.301260457150382,tSNE
12.121070559512745,2.8608990905374347,tSNE
11.48362338436606,11.328939565761566,tSNE
8.345857804538815,5.734555526630023,tSNE
7.071232636494614,5.005449909391052,tSNE
13.77579338102729,7.67617320741225,tSNE
8.236466622418892,3.716518441018443,tSNE
15.412005890651043,6.023852447431022,tSNE
10.681773606117916,9.92025284976587,tSNE
10.0512730499895,6.600344093030223,tSNE
8.246152257995837,3.2083109840477917,tSNE
14.209828989959012,2.669463245462859,tSNE
13.452767091832897,5.876924344711488,tSNE
15.31601156031874,7.570679779997959,tSNE
15.52857387084988,7.411666159000943,tSNE
6.317347221831347,8.750775102827543,tSNE
8.495654153758883,6.961215375760616,tSNE
12.167954417924168,4.286923949926483,tSNE
11.58244879185396,8.130568700137783,tSNE
-10.579141677283175,-1.09265935413472,UMAP
-9.767423932030695,-1.4015517163356837,UMAP
-11.243443735902515,-0.19071937303480058,UMAP
-9.644400610272559,-1.4684293645297424,UMAP
-12.621313219248906,-0.6609438052217125,UMAP
-12.605028044495855,-2.1671570087820546,UMAP
-9.871072993924711,-1.776442232449856,UMAP
-12.872616571404802,-1.470278368682882,UMAP
-10.641991984248458,-2.9291168309192983,UMAP
-10.188164770886106,0.38099631056295435,UMAP
-12.792276074676387,-0.8491984033671881,UMAP
-9.634008963946425,-1.2232772197599182,UMAP
-10.013958677417762,-2.76812216895524,UMAP
-12.43806410240133,-0.8076061352100512,UMAP
-11.646718522674718,-1.9573087109450507,UMAP
-11.063805492252126,0.19834138946824897,UMAP
-11.055090389126574,0.7922770094417716,UMAP
-10.61946143878045,0.05975053123599733,UMAP
-9.732149465118013,-1.3332360252845803,UMAP
-10.477271133583368,0.8720837675564744,UMAP
-11.02694764835823,0.571194624521716,UMAP
-12.593040624526978,-1.9258834031556478,UMAP
-10.16246327960231,0.47624900580678453,UMAP
-10.212385810631922,0.7992091480681814,UMAP
-9.794921084263589,-2.811171262562081,UMAP
-11.097387093972465,0.359355209055213,UMAP
-12.016650499839967,-2.5682097334196223,UMAP
-12.491038412388301,-2.3134511968660827,UMAP
-11.914076373028589,-2.6273371668219716,UMAP
-10.176124064625103,-2.665009771493303,UMAP
-10.862550649511117,-1.4989323425618748,UMAP
-10.636672424306024,1.0183084298484761,UMAP
-10.035304341344613,0.0041584112045370825,UMAP
-11.490281097314911,-0.41634242932971494,UMAP
-12.91078224029679,-1.3955817589144055,UMAP
-9.222104004946331,-1.8192669843972444,UMAP
-10.64081552569287,-1.5705929825210427,UMAP
-12.888621241199267,-1.079591909481664,UMAP
-12.664275943495252,-1.840090215372486,UMAP
-10.312233086836825,-2.66558301761257,UMAP
-10.533425335523427,-2.964460447968509,UMAP
-9.8922336476111,-2.7114154425666395,UMAP
-11.663308302965241,-0.7637762372150545,UMAP
-9.078021644399383,-1.9157393039340578,UMAP
-11.246081124417996,0.775586872322234,UMAP
-11.04938862274286,-1.6894230314865033,UMAP
-9.424675195328266,-1.6463873846483672,UMAP
-10.31889510176831,-0.2890161019203591,UMAP
-11.702170103637526,0.5697199732663326,UMAP
-10.620799899682282,0.42030324577567846,UMAP
-12.567992353093715,-2.2054120595149223,UMAP
-12.179224406505334,-2.4836602607323606,UMAP
-11.862014277539291,-0.8827457441762092,UMAP
-9.144896052930523,-1.696213844369932,UMAP
-12.429433304423288,-0.6299899353541372,UMAP
-11.001913091169268,-2.8438492853789956,UMAP
-11.131953405365135,-2.7184932959833015,UMAP
-10.053505391899806,0.48079397697514137,UMAP
-10.523851176053576,-1.2787541149870032,UMAP
-9.574765456645812,-1.9031430229063253,UMAP
-11.903177366464202,0.4720970149719952,UMAP
-9.81961567018788,-0.7072398385707463,UMAP
-12.027706345890754,-2.353628716470847,UMAP
-10.461109778142408,-1.8194922316827964,UMAP
-12.060771266260758,-2.391646178298284,UMAP
-10.320216128435234,0.3210236058603404,UMAP
-11.620491537100948,-1.714259588032987,UMAP
-10.356888866176801,0.9251913815374383,UMAP
-12.169479161815996,-0.6504131987329241,UMAP
-10.348663941121998,0.3136971595624489,UMAP
-11.68136054414268,-1.8938130114821732,UMAP
-10.742313758115463,-2.8725099356638992,UMAP
-10.356286451148675,-1.6567638791171775,UMAP
-10.42554545241981,-1.197901156623201,UMAP
-9.255014291051387,-1.6385599270963351,UMAP
-12.87023593173732,-0.9975085319306263,UMAP
-12.751353578937895,-1.3711814554366586,UMAP
-12.948850893051263,-1.5554061122652065,UMAP
-10.71033009058627,0.9259465065189468,UMAP
-9.75202150472771,-2.0117535541043305,UMAP
-10.811621041015481,0.44247298771871,UMAP
-11.487073613462059,0.6733640030339055,UMAP
-11.348914207643638,-0.1389332291523481,UMAP
-10.511191055945412,1.0422942056679685,UMAP
-11.851557224241358,-1.968524593075173,UMAP
-12.155820031662808,-0.5932449607210571,UMAP
-12.292895139126792,-0.7445243642878034,UMAP
-12.958879398313805,-0.7727610635603873,UMAP
-11.60541294566345,-0.32739045020091817,UMAP
-11.989753481927403,-1.2195996236712718,UMAP
-10.716345331496171,-2.8908320534109584,UMAP
-11.532055167856296,0.6267400133854322,UMAP
-11.883238771057654,-0.8666853839706107,UMAP
-9.34071149478062,-2.316946823578957,UMAP
-12.646251635447381,-0.32208452498936013,UMAP
-11.618412147994448,-1.0226453329633636,UMAP
-10.568084828647022,-1.3899486379666137,UMAP
-9.657412065791478,-2.578094956161535,UMAP
-11.545987160223671,-1.6529961122887027,UMAP
-9.151472079762106,-1.6148408639993432,UMAP
8.44024482566928,0.824517435170759,UMAP
8.55089317391243,0.8411185427120674,UMAP
10.604484166333743,-0.2532043320010092,UMAP
12.06999837300006,-0.35429075920754866,UMAP
9.53711626258898,1.116387305028805,UMAP
10.085705622532563,2.1658761370612893,UMAP
8.697545461386243,1.3160001937022834,UMAP
12.338407774476414,2.6682976000145646,UMAP
12.542377632907305,2.7561071995280786,UMAP
9.685603954286334,1.767060857304414,UMAP
10.183700514123005,2.4483392231144467,UMAP
12.251389466585787,2.744780083892119,UMAP
11.2282924809502,1.7836587536627095,UMAP
11.073671338362105,-0.8130327619287332,UMAP
8.50823743733912,1.0230010563843366,UMAP
11.168558318098837,-0.8407586249022323,UMAP
13.400187010124244,0.5136690222195525,UMAP
11.341997906240499,1.9452592435288514,UMAP
10.217847171685696,1.4412556986320144,UMAP
13.082929227212682,0.8481125019822734,UMAP
12.337775383313415,0.060193324714170826,UMAP
13.379138585082798,0.9260244722036205,UMAP
13.647184732189382,0.8143739904915258,UMAP
10.398633522136487,0.23219370640425852,UMAP
13.043145343180425,0.6149573327885183,UMAP
9.600165776581283,2.136478798754811,UMAP
10.4997044746916,-0.18991024951999375,UMAP
12.554837908536134,2.8705354135043137,UMAP
12.441910538461803,3.105948990348502,UMAP
12.366933426372876,3.18261423053,UMAP
9.533068134904573,0.590018224096119,UMAP
10.273857820265972,-0.022086869334406734,UMAP
13.348300111588939,0.8326131531048288,UMAP
9.428049594314151,1.1881825054406097,UMAP
11.73233324470249,-0.3508771616126792,UMAP
12.344727305261047,0.12791467350970792,UMAP
8.5842923898155,0.5250750755015182,UMAP
8.457107348233068,0.9228664222063588,UMAP
8.603352162450667,0.5063599449408979,UMAP
9.2517317297811,1.3348730159278253,UMAP
9.579284024582938,1.0719037841225858,UMAP
9.007708177451926,1.0922942368177964,UMAP
12.146862936401535,-0.16447638421592484,UMAP
13.086294508949356,1.1600483741969114,UMAP
11.066941000482048,-0.14551850935066044,UMAP
9.170038354198782,1.207503069946334,UMAP
11.597916785205447,2.525284272126823,UMAP
10.05200042345333,2.441386251028473,UMAP
11.361797926700293,-0.924631972079138,UMAP
9.805987073353931,2.337846760708736,UMAP
11.57842876364766,2.089078415100903,UMAP
12.99573666203071,1.4965411992448865,UMAP
11.800306094699812,2.337219067780401,UMAP
11.762730761208777,1.132908013032342,UMAP
11.566222023732076,0.518949920382632,UMAP
10.25101406915991,0.19013953551489193,UMAP
10.471140320386569,1.869830156011922,UMAP
9.395518783045842,1.5416264418280563,UMAP
10.410525209735424,-0.1688425366847667,UMAP
9.725306343317746,0.7052519465889954,UMAP
11.831970294536971,-0.5864715483063913,UMAP
10.343446740407197,2.523833287838556,UMAP
8.679827239866336,1.2944323407151233,UMAP
12.279591125784718,2.8075355396000408,UMAP
10.208733844229007,0.3072204848237807,UMAP
11.612093565063317,2.531176482613578,UMAP
13.47832291424608,0.8222367927827151,UMAP
12.194520691015851,2.5564208618594475,UMAP
10.115577233820302,2.4829473448077795,UMAP
12.4224177936319,0.346852656568288,UMAP
9.983972262004416,1.973626308794092,UMAP
12.36704167025808,0.23455249347050555,UMAP
8.783599617678382,0.35009753104185626,UMAP
11.851044226591535,2.127843768139816,UMAP
13.441942295994158,0.7862815642000592,UMAP
9.777643103602495,1.890346386939668,UMAP
11.13181174134686,-0.32134683983427675,UMAP
9.832497255149155,1.9338951932135786,UMAP
11.275321856347778,-0.4347664464818412,UMAP
8.663839650527764,1.3282356568280478,UMAP
12.582910832607817,0.41536323595458924,UMAP
11.495467769314201,-0.40215842815773106,UMAP
13.642579895449954,0.8207569064573573,UMAP
8.800987359858494,0.34317215028229386,UMAP
11.702257151836127,2.5715236473118788,UMAP
12.290944643486705,3.156273546367559,UMAP
11.423666433347632,-0.48446251698248477,UMAP
12.624142501182979,2.9373271215806174,UMAP
11.875049586514544,-0.5918753482842567,UMAP
9.628954874053273,0.8123197834981487,UMAP
11.322848927290254,1.922036866493694,UMAP
12.65611398683757,2.888858737464204,UMAP
13.408925081174774,0.44073664700879445,UMAP
12.268067673270712,-0.011954273950331662,UMAP
11.391291945434554,-0.8395059883947954,UMAP
11.440579199879421,-0.8989116919704552,UMAP
10.01642669307765,2.51238491702342,UMAP
11.120565105071284,2.317172315011566,UMAP
12.843636097481022,0.8268483268623353,UMAP
10.431317748438145,0.2908446862122771,UMAP
-0.07004260488498792,-4.5525653424251125e-4,PHATE
-0.06974364288801688,-5.777747630895633e-4,PHATE
-0.0704990994006571,-2.899774696585543e-4,PHATE
-0.06952950287805396,-2.829544466622558e-4,PHATE
-0.06893387441492857,-7.811018013159051e-5,PHATE
-0.06941062133145531,1.4280379636500028e-4,PHATE
-0.06981725064224582,-1.7742834958927594e-4,PHATE
-0.06926328969420158,-8.257272961273458e-4,PHATE
-0.06788459638645897,9.036075991906879e-4,PHATE
-0.0690914744103134,-4.208936542498508e-4,PHATE
-0.06902596205309695,-2.4257057190100632e-4,PHATE
-0.07000202622888373,-0.001130165238845576,PHATE
-0.06846073984139439,5.084062921297555e-4,PHATE
-0.06875260445606343,4.742790786128507e-4,PHATE
-0.0701341341963171,-5.408841987323711e-4,PHATE
-0.06996926663276927,1.4278657494552058e-4,PHATE
-0.06884726211110616,0.0013127898975099394,PHATE
-0.07039179262009211,-7.655165790439818e-4,PHATE
-0.07001539804668154,-0.0010380860867698078,PHATE
-0.06826412003761204,0.0010124853039259524,PHATE
-0.06949588438596498,5.848404979987807e-4,PHATE
-0.0693385382237501,-1.335359605367789e-4,PHATE
-0.0691960644630881,-7.611357835249151e-4,PHATE
-0.06865933389111648,-2.4175292397118353e-4,PHATE
-0.06856326781302023,5.577372066585851e-4,PHATE
-0.06984627085108058,3.92066524157584e-4,PHATE
-0.06929417870382587,9.288225697443276e-4,PHATE
-0.06941780099349693,6.208783736491942e-4,PHATE
-0.06906834059667,0.0012433720981704188,PHATE
-0.06878793510698158,2.628082361666521e-4,PHATE
-0.07020317807709393,-6.353528839142638e-4,PHATE
-0.06767149957603798,0.0013046802104228852,PHATE
-0.0702776624440224,-0.0014460329965860828,PHATE
-0.07046234988983519,-4.348698664154964e-4,PHATE
-0.06929007126837812,-8.358341937669798e-4,PHATE
-0.06884560976253208,3.993760874832527e-4,PHATE
-0.06995602406290904,-4.228148070910345e-4,PHATE
-0.06922128471352182,-7.495316850684366e-4,PHATE
-0.06933861672671594,-3.0281117023667594e-4,PHATE
-0.06867131916367632,3.7394744895225093e-4,PHATE
-0.06787845489245456,8.978885480954853e-4,PHATE
-0.06858544297432857,5.22068610660171e-4,PHATE
-0.0705720151984148,-7.124415786399547e-4,PHATE
-0.06865065506012018,3.586768118373427e-4,PHATE
-0.06898041255808487,0.0014887720153725025,PHATE
-0.0702906491521605,-7.779306014854926e-4,PHATE
-0.06902644947210751,7.846471977974111e-5,PHATE
-0.07101312967666087,-0.001666783364970947,PHATE
-0.06919759545217716,8.568072099737073e-4,PHATE
-0.06927103237498522,9.555776110036611e-5,PHATE
-0.0693881313242324,4.856390208666781e-4,PHATE
-0.06943660956081683,9.863855266133462e-4,PHATE
-0.07071668482353613,-0.0010149763976381378,PHATE
-0.06874258975206309,3.0882714439194626e-5,PHATE
-0.068754312050156,4.8215025354697214e-4,PHATE
-0.06843701836862087,0.0011242248799611994,PHATE
-0.0687267739572602,7.475821342273142e-4,PHATE
-0.0696802049871591,-0.0013151619981977925,PHATE
-0.0697830930995071,-1.937598937659523e-4,PHATE
-0.0692709974110772,1.6105408518048503e-4,PHATE
-0.06915157608614626,8.613139853420487e-4,PHATE
-0.0706583950251916,-0.0018271321074485973,PHATE
-0.06958231696127148,2.742913498565163e-4,PHATE
-0.07003912696905971,-5.44668088824612e-4,PHATE
-0.06953009333305035,2.710638567513048e-4,PHATE
-0.069384061601537525,-4.822744697167475e-4,PHATE
-0.07039833687728106,-7.322744376693534e-4,PHATE
-0.0679524569631072,9.276916699941179e-4,PHATE
-0.06883489581053724,5.103985893162328e-4,PHATE
-0.06935090532784641,-4.989521486820433e-4,PHATE
-0.07027389036154537,-6.569582229677559e-4,PHATE
-0.06828034347830844,7.809787581228773e-4,PHATE
-0.07016807965417204,-6.302818785010856e-4,PHATE
-0.06972125051946224,-1.1997387100799846e-4,PHATE
-0.06881183163024375,3.630711193759365e-5,PHATE
-0.06931725838185439,-7.745599147771287e-4,PHATE
-0.06963829245030936,-8.253505956798903e-4,PHATE
-0.06925386843950693,-6.550774025614833e-4,PHATE
-0.06776949996308662,0.0014032747646512442,PHATE
-0.06926143483481725,2.931560188652954e-4,PHATE
-0.06940928561973966,6.751916997604371e-7,PHATE
-0.06898986405927963,0.0014198224959199846,PHATE
-0.07025262788828059,-8.613284979922214e-5,PHATE
-0.06777081433974838,0.0011264218024153762,PHATE
-0.07014589459775908,-5.661046308028766e-4,PHATE
-0.06909678552074208,6.062371454892155e-4,PHATE
-0.0690950483868504,1.581996223701527e-4,PHATE
-0.0691809054929742,-4.5414332731328743e-4,PHATE
-0.07019251911228083,1.052088646665103e-4,PHATE
-0.071223071745152,-0.0015780870026786626,PHATE
-0.06789469090505411,0.001096812161154899,PHATE
-0.06907368182931313,0.0013205459885778192,PHATE
-0.07065794608913403,-9.526489801115678e-4,PHATE
-0.06894119244520266,5.89869586453219e-4,PHATE
-0.06940659560522025,-2.4707123025921905e-4,PHATE
-0.0707242173050157,-0.0010250744248121609,PHATE
-0.0697387261990018,-1.4087123175605896e-4,PHATE
-0.06885058564771487,4.289301996969776e-4,PHATE
-0.07078312356913663,-0.0010947438537727238,PHATE
-0.06932055754223208,-7.476908474928508e-4,PHATE
0.06779744790239742,-0.01143005181415472,PHATE
0.06810409031925363,-0.01134060288304921,PHATE
0.07086352043086318,0.001583958834326908,PHATE
0.06833211513017441,0.011806707644718223,PHATE
0.06996145350865662,-0.008765059039289107,PHATE
0.06866430984952718,-0.011133039478129821,PHATE
0.06823856424746924,-0.012435299269758697,PHATE
0.07027042302381985,0.0017154663501833677,PHATE
0.0700267834008869,0.00149127860921289,PHATE
0.06887290386201511,-0.011323519626798992,PHATE
0.06814697974610331,-0.011023926528892223,PHATE
0.07037928235930721,4.3512448810994656e-4,PHATE
0.07222743282752395,-0.001659271770272525,PHATE
0.06844240957147993,0.008998550136398355,PHATE
0.06762591121241206,-0.012378741539593924,PHATE
0.06831999970850836,0.009324683965109815,PHATE
0.06632160448498102,0.015069046579492028,PHATE
0.07194607164515929,-0.0015404003478554612,PHATE
0.07169652336489626,-0.0053796114036833605,PHATE
0.06748468428146315,0.013134520064474752,PHATE
0.07010043580679978,0.009036111337826848,PHATE
0.06631354060960967,0.014707695540011613,PHATE
0.06613183522246972,0.015139724256673603,PHATE
0.07126297633400709,-9.724604844369527e-4,PHATE
0.0674198501807771,0.013386727102619869,PHATE
0.06823362497845317,-0.01256037303284908,PHATE
0.0708594968162702,-2.876530418158217e-4,PHATE
0.06910722141953239,-9.744119582507599e-4,PHATE
0.06894478254582456,-0.0016263440958335245,PHATE
0.06925660083401257,-0.0014527513998084502,PHATE
0.0700865895676438,-0.007317058180552842,PHATE
0.07096174312184507,-5.484099099332061e-4,PHATE
0.06721656160751659,0.013400350697063775,PHATE
0.06971425016780732,-0.009423971740970137,PHATE
0.06937033251508333,0.009516619430989094,PHATE
0.069409672114275,0.01037883800014937,PHATE
0.06884421513159074,-0.009063555381001643,PHATE
0.06758739786330226,-0.012183401540047796,PHATE
0.06871468557647062,-0.008975128189534737,PHATE
0.06919238665934788,-0.01055551122417838,PHATE
0.07055797399032877,-0.007365648636926721,PHATE
0.06897386559929272,-0.010501109601243942,PHATE
0.06919906044934666,0.010528641598845473,PHATE
0.06868271113748854,0.010845286367295013,PHATE
0.07122116239401458,0.004451719419328963,PHATE
0.0689707080662568,-0.010941109163348497,PHATE
0.07108686089855475,-0.001850791784043133,PHATE
0.06790906216535798,-0.011526968071660959,PHATE
0.06859252920597303,0.009206192559067966,PHATE
0.06787838655450985,-0.012390752261555513,PHATE
0.07208906847567516,-3.3944510252308026e-4,PHATE
0.07031826682890813,0.006038235325967058,PHATE
0.07132351001307435,-7.412168869671906e-4,PHATE
0.07232264260751767,0.002704688104185478,PHATE
0.07197782154533515,0.0042711407720985,PHATE
0.07130331878626461,-9.97476258347277e-4,PHATE
0.07159962146416055,-0.004833106887554238,PHATE
0.06902464339189197,-0.011333712508218418,PHATE
0.0708755808004058,-9.9270466560092e-4,PHATE
0.07085827244167346,-0.005529962707785848,PHATE
0.06802294007501221,0.011267590279006182,PHATE
0.06871126282638398,-0.00971773052666829,PHATE
0.06792693503479155,-0.01257893744198035,PHATE
0.06991205366614107,8.466602494009505e-4,PHATE
0.07140106897725557,-0.0020969417370310783,PHATE
0.07113160063886732,-0.0012962534123509971,PHATE
0.06654845074134973,0.014488704957079665,PHATE
0.07064095730821403,0.0015791095716484434,PHATE
0.06794864438323424,-0.011478763131225223,PHATE
0.0700000535508408,0.009388696331807975,PHATE
0.06939641554578878,-0.010088920601877294,PHATE
0.06942964549080603,0.010381518214223744,PHATE
0.06949567133007246,-0.007069113950386324,PHATE
0.07173539024596033,5.157611201994396e-4,PHATE
0.06615525763120442,0.01519351809497072,PHATE
0.0689891185699971,-0.010993520351518848,PHATE
0.07039360963141608,0.005724259395950039,PHATE
0.0687315912618815,-0.011394024851427773,PHATE
0.07040213570081941,0.005745045979089177,PHATE
0.06806261188391728,-0.012235100356782581,PHATE
0.06927248084073699,0.010836988566182983,PHATE
0.06998435494543953,0.007065021715367402,PHATE
0.06643847532017952,0.014556138342589866,PHATE
0.069224180786964,-0.007838950464916358,PHATE
0.07099259269366284,-0.001225097525648092,PHATE
0.06933303223132416,-0.003630219368015302,PHATE
0.06997602350889838,0.006981220243715239,PHATE
0.0689999239161683,-7.437729055609747e-4,PHATE
0.06812416517965213,0.011532468474468477,PHATE
0.0704377336984967,-0.006960172966514948,PHATE
0.07202573424226003,-9.336648785575562e-4,PHATE
0.06902645266480932,-4.2927093856820226e-4,PHATE
0.06701067427083947,0.01429062600902228,PHATE
0.06941502041713933,0.010259387317095251,PHATE
0.06810717680421971,0.01015681134572794,PHATE
0.0680289322676339,0.010416214999592124,PHATE
0.06782717850330094,-0.01204307412479545,PHATE
0.07133296054011333,-0.002676328781768918,PHATE
